548072.20,5129235.51,1004.38
548073.39,5129240.38,1004.77
548074.00,5129242.84,1004.83
548074.61,5129245.27,1004.79
548075.21,5129247.70,1004.86
548075.80,5129250.11,1005.02
548076.40,5129252.55,1005.12
548076.97,5129254.93,1005.48
548077.44,5129257.23,1006.87
548077.89,5129259.48,1008.45
548080.49,5129271.09,1012.45
548082.61,5129280.34,1015.04
548083.53,5129278.45,1014.98
548083.04,5129276.18,1014.06
548082.49,5129273.84,1013.67
548079.41,5129259.97,1008.87
548078.96,5129257.70,1007.32
548078.50,5129255.42,1005.95
548077.96,5129253.05,1005.37
548077.37,5129250.65,1005.22
548076.79,5129248.23,1005.05
548076.19,5129245.80,1005.01
548075.59,5129243.37,1004.94
548074.99,5129240.93,1004.96
548073.79,5129236.06,1004.82
548073.21,5129233.62,1004.57
548071.61,5129226.45,1002.09
548071.10,5129224.05,1001.06
548070.70,5129221.76,998.77
548070.24,5129219.41,997.08
548069.71,5129217.00,996.23
548068.66,5129212.17,994.18
548068.07,5129209.68,993.90
548063.22,5129187.59,985.55
548062.62,5129185.06,985.11
548060.41,5129175.08,981.56
548059.87,5129172.59,980.52
548059.32,5129170.07,979.63
548050.08,5129129.20,967.60
548047.72,5129118.84,964.93
548047.08,5129116.23,964.74
548042.28,5129095.34,959.64
548040.50,5129087.46,957.43
548038.68,5129079.56,955.60
548035.01,5129063.70,952.01
548031.32,5129047.77,948.67
548034.43,5129054.31,950.15
548036.89,5129064.88,952.52
548039.35,5129075.41,954.80
548039.95,5129078.02,955.58
548044.83,5129098.97,960.38
548047.83,5129111.99,963.68
548048.42,5129114.57,964.48
548052.03,5129130.08,968.04
548060.18,5129165.78,978.44
548060.73,5129168.29,979.42
548061.31,5129170.80,980.06
548061.85,5129173.30,981.26
548062.43,5129175.81,981.81
548064.11,5129183.30,984.49
548064.64,5129185.77,985.62
548065.19,5129188.26,986.54
548070.17,5129210.39,993.97
548072.28,5129220.03,998.03
548072.70,5129222.35,1000.23
548073.15,5129224.68,1002.05
548073.70,5129227.11,1002.77
548075.90,5129236.69,1005.46
548076.53,5129239.16,1005.28
548077.75,5129244.05,1005.22
548078.35,5129246.48,1005.36
548078.96,5129248.91,1005.34
548079.55,5129251.33,1005.55
548080.13,5129253.72,1005.72
548080.66,5129256.07,1006.53
548081.11,5129258.33,1008.02
548081.56,5129260.59,1009.69
548082.59,5129265.22,1011.32
548083.63,5129269.84,1012.89
548084.74,5129274.51,1013.72
548085.23,5129276.77,1014.69
548085.78,5129279.11,1015.16
548088.35,5129290.45,1018.77
548089.67,5129290.23,1019.02
548087.10,5129278.84,1015.64
548086.61,5129276.58,1014.68
548086.10,5129274.28,1013.95
548083.98,5129265.00,1011.49
548082.54,5129258.14,1008.04
548082.09,5129255.87,1006.53
548081.55,5129253.52,1005.94
548080.97,5129251.11,1005.70
548080.38,5129248.70,1005.57
548079.79,5129246.28,1005.45
548079.19,5129243.85,1005.41
548077.98,5129238.96,1005.45
548077.38,5129236.52,1005.40
548076.82,5129234.11,1004.93
548074.64,5129224.51,1002.19
548073.76,5129219.85,998.53
548073.23,5129217.43,997.61
548072.72,5129215.04,996.49
548071.69,5129210.23,994.28
548068.97,5129197.98,990.17
548067.35,5129190.62,987.38
548066.78,5129188.13,986.74
548066.21,5129185.65,986.06
548065.66,5129183.16,985.15
548065.15,5129180.69,983.88
548064.04,5129175.70,982.11
548063.49,5129173.20,981.16
548062.93,5129170.70,980.34
548061.80,5129165.67,978.78
548050.14,5129114.45,964.86
548047.78,5129104.05,961.95
548046.00,5129096.21,959.77
548045.38,5129093.60,959.50
548041.16,5129075.21,954.97
548040.54,5129072.59,954.47
548037.49,5129059.37,951.52
548036.89,5129056.73,950.73
548036.29,5129054.07,949.99
548035.68,5129051.43,949.37
548030.32,5129021.67,943.20
548030.94,5129024.32,943.77
548038.40,5129056.21,950.64
548040.25,5129064.16,952.42
548042.68,5129074.71,955.16
548043.29,5129077.33,955.71
548045.71,5129087.84,958.47
548052.36,5129116.54,965.41
548059.44,5129147.43,973.95
548064.66,5129170.23,980.34
548065.21,5129172.74,981.33
548066.32,5129177.73,983.18
548067.96,5129185.18,986.17
548068.53,5129187.68,986.95
548069.07,5129190.13,987.96
548069.64,5129192.62,988.67
548070.75,5129197.56,990.31
548071.85,5129202.46,992.00
548073.51,5129209.80,994.32
548074.07,5129212.25,995.03
548074.56,5129214.63,996.37
548075.09,5129217.05,997.34
548075.59,5129219.42,998.69
548076.51,5129224.10,1001.99
548078.65,5129233.64,1005.32
548079.25,5129236.09,1005.50
548080.45,5129240.95,1005.74
548081.06,5129243.38,1005.66
548081.66,5129245.81,1005.71
548082.26,5129248.22,1005.81
548082.85,5129250.64,1005.97
548083.42,5129253.02,1006.31
548084.01,5129255.43,1006.49
548084.47,5129257.70,1007.90
548084.91,5129259.94,1009.62
548085.38,5129262.20,1010.89
548088.03,5129273.79,1014.17
548091.75,5129284.34,1018.57
548091.28,5129282.10,1017.45
548089.27,5129273.01,1014.15
548088.74,5129270.70,1013.62
548087.68,5129266.06,1012.39
